timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1754930406785,99,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-6,,true,,16662,3349,6,6,null,0,6947,40
1754930406877,65,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,5531,743,1,1,http://localhost:8090/jpetstore/actions/Catalog.action,65,0,40
1754930406952,9,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,3505,852,1,1,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,9,0,0
1754930413806,13,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,3992,880,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=RP-SN-01,12,0,0
1754930413819,12,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,3634,874,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-11,12,0,0
1754930408118,15,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-5,,true,,16910,3344,6,6,null,0,6793,1
1754930408119,3,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,5531,743,2,2,http://localhost:8090/jpetstore/actions/Catalog.action,3,0,1
1754930408123,3,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,3785,848,2,2,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=FISH,3,0,0
1754930414917,6,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,3963,880,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=FI-SW-01,6,0,0
1754930414924,3,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,3631,873,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-1,3,0,0
1754930409452,15,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-4,,true,,16627,3346,6,6,null,0,6818,1
1754930409453,3,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,5531,743,3,3,http://localhost:8090/jpetstore/actions/Catalog.action,3,0,1
1754930409457,4,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,3499,848,3,3,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=CATS,4,0,0
1754930416277,4,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,3963,881,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=FL-DSH-01,4,0,0
1754930416282,4,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,3634,874,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-15,3,0,0
1754930410786,15,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-3,,true,,16926,3345,6,6,null,0,6830,1
1754930410787,3,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,5531,743,4,4,http://localhost:8090/jpetstore/actions/Catalog.action,3,0,1
1754930410792,2,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,3785,848,4,4,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=FISH,2,0,0
1754930417620,7,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,3976,880,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=FI-FW-02,7,0,0
1754930417628,3,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,3634,874,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-21,3,0,0
1754930412119,52,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-2,,true,,16359,3346,6,6,null,0,6843,1
1754930412120,15,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,5531,743,5,5,http://localhost:8090/jpetstore/actions/Catalog.action,15,0,1
1754930412136,11,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,3503,849,5,5,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS,11,0,0
1754930418986,15,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,3674,880,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=AV-CB-01,15,0,0
1754930419002,11,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,3651,874,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-18,11,0,0
1754930413452,15,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-1,,true,,17260,3345,6,6,null,0,6755,1
1754930413453,3,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,5531,743,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,3,0,1
1754930413457,3,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,4089,848,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,3,0,0
1754930420212,6,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,3995,880,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=K9-DL-01,6,0,0
1754930420219,3,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,3645,874,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-10,3,0,0
1754930413833,13,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-6,,true,,16240,3398,6,6,null,0,6832,1
1754930413851,3,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,3,0,1
1754930413855,3,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,4089,848,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,3,0,0
1754930420669,4,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,3680,880,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=K9-RT-01,4,0,0
1754930420674,3,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,3640,874,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-28,3,0,0
1754930414928,12,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-5,,true,,15926,3399,6,6,null,0,6826,1
1754930414929,2,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,2,0,1
1754930414932,2,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,3499,848,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=CATS,2,0,0
1754930421756,5,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,3963,881,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=FL-DSH-01,5,0,0
1754930421762,3,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,3633,874,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-14,3,0,0
1754930416286,33,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-4,,true,,15659,3399,6,7,null,0,6828,1
1754930416287,8,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,8,0,1
1754930416296,7,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,3503,849,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS,7,0,0
1754930423127,10,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,3674,880,6,7,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=AV-CB-01,10,0,0
1754930423137,8,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,3651,874,6,7,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-18,8,0,0
1754930417632,14,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-3,,true,,15628,3402,6,7,null,0,6776,1
1754930417633,3,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,3,0,1
1754930417637,2,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,3505,852,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1754930424412,5,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,3666,880,6,7,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=RP-LI-02,5,0,0
1754930424417,4,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,3626,874,6,7,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-13,3,0,0
1754930419014,14,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-2,,true,,15659,3399,6,8,null,0,6827,1
1754930419015,3,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,3,0,1
1754930419019,2,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,3503,849,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS,2,0,0
1754930425846,6,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,3674,880,6,8,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=AV-CB-01,6,0,0
1754930425852,3,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,3651,874,6,8,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-18,3,0,0
1754930420223,12,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-1,,true,,16557,3397,6,7,null,0,6836,1
1754930420224,2,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,2,0,1
1754930420228,2,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,4089,848,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,2,0,0
1754930427063,5,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,3995,880,6,7,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=K9-DL-01,5,0,0
1754930427068,3,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,3642,873,6,7,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-9,3,0,0
1754930420678,48,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-6,,true,,15628,3402,6,7,null,0,6761,1
1754930420678,16,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,16,0,1
1754930420695,12,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,3505,852,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,12,0,0
1754930427465,11,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,3666,880,6,7,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=RP-LI-02,11,0,0
1754930427478,9,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,3626,874,6,7,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-13,9,0,0
1754930421766,17,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-5,,true,,15612,3399,6,8,null,0,6801,1
1754930421766,3,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,3,0,1
1754930421770,3,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,3503,849,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS,3,0,0
1754930428574,7,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,3657,880,6,8,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=AV-SB-02,6,0,0
1754930428581,4,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,3621,874,6,8,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-19,4,0,0
1754930423146,15,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-4,,true,,16184,3397,6,7,null,0,6823,1
1754930423147,3,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,4831,796,6,7,http://localhost:8090/jpetstore/actions/Catalog.action,3,0,1
1754930423151,2,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,3785,848,6,7,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=FISH,2,0,0
1754930429974,6,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,3950,880,6,7,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=FI-FW-01,6,0,0
1754930429981,4,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,3618,873,6,7,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-4,3,0,0
1754930424421,13,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-3,,true,,15612,3399,6,7,null,0,6803,1
1754930424422,2,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,4831,796,6,7,http://localhost:8090/jpetstore/actions/Catalog.action,2,0,1
1754930424425,3,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,3503,849,6,7,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS,2,0,0
1754930431227,6,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,3657,880,6,7,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=AV-SB-02,6,0,0
1754930431234,2,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,3621,874,6,7,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-19,2,0,0
1754930425855,41,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-2,,true,,15628,3402,6,6,null,0,6778,1
1754930425856,14,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,4831,796,6,8,http://localhost:8090/jpetstore/actions/Catalog.action,14,0,1
1754930425871,9,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,3505,852,6,8,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,8,0,0
1754930432653,10,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,3666,880,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=RP-LI-02,10,0,0
1754930432664,8,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,3626,874,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-13,8,0,0
1754930427072,13,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-1,,true,,15953,3399,6,6,null,0,6788,1
1754930427072,3,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,4831,796,6,7,http://localhost:8090/jpetstore/actions/Catalog.action,3,0,1
1754930427075,3,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,3499,848,6,7,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=CATS,3,0,0
1754930433863,5,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,3977,881,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=FL-DLH-02,5,0,0
1754930433869,2,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,3646,874,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-17,2,0,0
1754930427488,13,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-6,,true,,15955,3399,6,6,null,0,6830,1
1754930427489,2,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,4831,796,6,7,http://localhost:8090/jpetstore/actions/Catalog.action,2,0,1
1754930427492,3,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,3499,848,6,7,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=CATS,3,0,0
1754930434321,5,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,3977,881,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=FL-DLH-02,5,0,0
1754930434327,3,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,3648,874,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-16,3,0,0
1754930428586,11,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-5,,true,,15955,3399,6,6,null,0,6762,0
1754930428587,2,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,4831,796,6,8,http://localhost:8090/jpetstore/actions/Catalog.action,2,0,0
1754930428590,2,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,3499,848,6,8,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=CATS,2,0,0
1754930435350,4,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,3977,881,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=FL-DLH-02,4,0,0
1754930435355,3,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,3648,874,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-16,2,0,0
1754930429985,39,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-4,,true,,16193,3397,6,6,null,0,6800,1
1754930429986,8,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,4831,796,6,7,http://localhost:8090/jpetstore/actions/Catalog.action,8,0,1
1754930429995,9,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,4089,848,6,7,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,9,0,0
1754930436800,15,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,3654,880,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=K9-PO-02,15,0,0
1754930436816,7,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,3619,873,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-8,7,0,0
1754930431237,12,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-3,,true,,16517,3397,6,6,null,0,6848,1
1754930431238,2,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,4831,796,6,7,http://localhost:8090/jpetstore/actions/Catalog.action,2,0,1
1754930431241,2,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,4089,848,6,7,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,2,0,0
1754930438088,5,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,3969,880,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=K9-BD-01,5,0,0
1754930438094,3,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-3,text,true,,3628,873,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-7,3,0,0
1754930432673,10,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-2,,true,,15962,3402,6,6,null,0,6839,1
1754930432674,2,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,2,0,1
1754930432677,2,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,3505,852,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1754930439515,4,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,3992,880,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=RP-SN-01,4,0,0
1754930439519,2,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-2,text,true,,3634,874,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-11,2,0,0
1754930433872,11,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-1,,true,,15927,3399,6,6,null,0,6791,1
1754930433873,2,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,2,0,1
1754930433876,3,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,3499,848,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=CATS,2,0,0
1754930440667,4,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,3963,881,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=FL-DSH-01,4,0,0
1754930440672,2,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-1,text,true,,3634,874,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-15,2,0,0
1754930434331,38,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-6,,true,,16515,3397,6,6,null,0,6826,0
1754930434332,9,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,9,0,0
1754930434342,9,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,4089,848,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS,9,0,0
1754930441176,11,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,3969,880,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=K9-BD-01,11,0,0
1754930441187,9,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-6,text,true,,3626,873,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-6,9,0,0
1754930435358,11,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-5,,true,,15659,3399,6,6,null,0,6753,1
1754930435359,3,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,3,0,1
1754930435363,2,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,3503,849,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS,2,0,0
1754930442116,4,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,3674,880,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=AV-CB-01,4,0,0
1754930442121,2,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-5,text,true,,3651,874,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-18,2,0,0
1754930436824,11,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-4,,true,,15628,3402,6,7,null,0,6779,1
1754930436824,3,2-1-Open URL,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,4831,796,6,6,http://localhost:8090/jpetstore/actions/Catalog.action,3,0,1
1754930436828,2,2-2- click on categoryId,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,3505,852,6,6,http://localhost:8090/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES,2,0,0
1754930443607,4,2-3-click on productId,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,3666,880,6,7,http://localhost:8090/jpetstore/actions/Catalog.action?viewProduct=&productId=RP-LI-02,4,0,0
1754930443612,2,2-4-click on itemId,200,,Scneario-2 View Details - Ultimate Thread Group 2-4,text,true,,3626,874,6,7,http://localhost:8090/jpetstore/actions/Catalog.action?viewItem=&itemId=EST-13,2,0,0
1754930438097,14,Scenario-2 View Details,200,"Number of samples in transaction : 4, number of failing samples : 0",Scneario-2 View Details - Ultimate Thread Group 2-3,,true,,15612,3399,6,7,null,0,6836,1
